LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
AAllFish,Die Fische beißen aber heute an,The Fish Are Biting Today,,,
ADAllFish,Handle mit jeder Fischart.,Trade every species of fish.,,,
AAllRaces,Parkour Master,Parkour Master,,,
ADAllRaces,Schließe alle Parkour-Rennen ab.,Beat each parkour race once.,,,
AAteToast,Knusprig,Crispy,,,
ADAteToast,Ess' ein Stückchen toast.,Eat a piece of toast.,,,
ABeachstickballChamp,Vergesse niemals diesen Tag,Remember This Day Forever,,,
ADBeachstickballChamp,Hole dir den Gedenkhut.,Get the commemorative hat.,,,
AFinishedGame,Das Ende,The End,,,
ADFinishedGame,Mach' ein schönes Nickerchen.,Take a nice long nap.,,,
AReachedSummit,Hawk Peak,Hawk Peak,,,
ADReachedSummit,Erreiche die Spitze des Berges.,Reach the top of the mountain.,,,
ATenFeathers,Federfinder,Feather Finder,,,
ADTenFeathers,Sammle 10 goldene Federn.,Collect 10 golden feathers.,,,
a short hike,a short hike,a short hike,The title of the game.,,
press2start,drücke {{ConfirmButton}} um zu starten,press {{ConfirmButton}} to start,,,
options,optionen,options,,,
continue,fortfahren,continue,,,
quit,beenden,quit,,,
new game,neues spiel,new game,,,
SAVE AND QUIT,SPEICHERN UND BEENDEN,SAVE AND QUIT,,,
OPTIONS,OPTIONEN,OPTIONS,,,
CONTINUE,FORTFAHREN,CONTINUE,,,
graphics,grafik,graphics,,,
achievements,erfolge,achievements,,,
credits,mitwirkende,credits,,,
headerIsMissing,Die Kopfzeile fehlt oder ist ungültig.,The header row is missing or invalid.,,,
fileReadError,Beim Lesen der Datei ist ein Fehler aufgetreten.,An error occurred while reading the file.,,,
audio,audio,audio,,,
controls,steuerung,controls,,,
languages,sprache,languages,,,
info,info,info,,,
cheats,cheats,cheats,,,
master,master,master,,,
music,musik,music,,,
soundEffects,sound effekte,sound effects,,,
ambience,ambiente,ambience,,,
borderlessWindowed,randloses fenster,borderless windowed,,,
trueFullscreen,richtiges vollbild,true fullscreen,,,
windowed,fenster,windowed,,,
pixelSize,pixel größe,pixel size,,,
imageQuality,bild qualität,image quality,,,
shadows,schatten,shadows,,,
vSync,vsync,vsync,,,
edgeOutlines,rand konturen,edge outlines,If the outlines around distant objects are shown.,,
colorCorrection,farbkorrektur,color correction,,,
resolution,auflösung,resolution,,,
enabled,aktiviert,enabled,,,
disabled,deaktiviert,disabled,,,
displayFPS,fps anzeigen,display fps,,,
jitterFix,jitter fix,jitter fix,,,
targetFPS,FPS begrenzen,target FPS,,,
doubleBuffered,doppelt gepuffert,double buffered,,,
unlimited,unendlich,unlimited,,,
screen,bildschirm,screen,,,
thirdPartyLicenses,drittanbieter lizenz,third party licenses,,,
personalMessage,persönliche nachricht,personal message,,,
version,version,version,,,
buildNumber,build number,build number,,,
speedrunClock,speedrun uhr,speedrun clock,,,
neverMind,egal,never mind,,,
letsDoIt,lass' es uns tun,let's do it,,,
personalMessageInfo,"das ist eine PERSÖNLICHE NACHRICHT
nur für DICH!
ja richtig gehört
DU
hier kommt sie...
...
...
hoffe du hast einen schönen tag :)","this is a PERSONAL MESSAGE
just for YOU!
that's right
YOU
here it comes...
...
...
hope you have a nice day :)",This is a silly message hidden in the menu options.,,
testInputBox,"ESC (oder <sprite name=""AButton"" tint=1>+START) zum verlassen","press ESC (or <sprite name=""AButton"" tint=1>+START) to exit",,,
press3times,drücke den knopf 3 mal,press the button 3 times,,,
open menu,menü öffnen,open menu,,,
jumpButton,"springen <color=#999>(drücken)</color>
gleiten <color=#999>(halten)</color>
flügel schlagen <color=#999>(in der luft+<color=#F82>feder</color>)</color>
klettern <color=#999>(halten+wand anschauen+<color=#F82>feder</color>)</color>","jump <color=#999>(press)</color>
glide <color=#999>(hold)</color>
flap wings <color=#999>(midair+<color=#F82>feather</color>)</color>
climb <color=#999>(hold+face wall+<color=#F82>feather</color>)</color>",Try and make this as consise as possible to fit on screen.,,
itemButton,"nutze item <color=#999>(gegenstand ausgerüstet)</color>
rüstet zuletzt genutzten gegenstand aus</color>","use item <color=#999>(item equipped)</color>
equip last used item</color>",,,
runButton,rennen <color=#999>(halten+<color=#F82>feder</color>+<color=#C55>schuhe</color>)</color>,run <color=#999>(hold+<color=#F82>feather</color>+<color=#C55>shoes</color>)</color>,,,
interactButton,interagieren <color=#999>(nahe interagierbarem)</color>,interact <color=#999>(near interactable)</color>,,,
credits1,"erstellt von
<color=#C11>adam robinson-yu</color>
<size=8>
</size>mit musik von
<color=#C11>mark sparling</color>","created by
<color=#C11>adam robinson-yu</color>
<size=8>
</size>with music by
<color=#C11>mark sparling</color>",,,
credits2,"kunst- und textbeiträge von
<color=#C11>dawn blair</color>
<size=8>
</size>zusätzliche kunst von
<color=#C11>andrew wong</color>
<size=8>
</size>logo design von
<color=#C11>david czarnowski</color>
<size=8>
</size>pixellari schrift von
<color=#C11>zacchary dempsey-plante</color>","art and writing contributions by
<color=#C11>dawn blair</color>
<size=8>
</size>additional art by
<color=#C11>andrew wong</color>
<size=8>
</size>logo design by
<color=#C11>david czarnowski</color>
<size=8>
</size>pixellari font by
<color=#C11>zacchary dempsey-plante</color>",,,
credits3,"besonderen dank an
<color=#C11>john polson
humble bundle
hand eye society
stugan
laundry bear games</color>
<size=8>
</size>sound effekte
<color=#C11>freesound.org
chiptone</color>","special thanks
<color=#C11>john polson
humble bundle
hand eye society
stugan
laundry bear games</color>
<size=8>
</size>sound effects
<color=#C11>freesound.org
chiptone</color>",,,
credits4,"spieletester
<color=#C11>emma burkeitt
philip buchanan
tom mead
amy blair
caleb simpson
daphne ippolito
anda wang
christopher smith</color>","playtesters
<color=#C11>emma burkeitt
philip buchanan
tom mead
amy blair
caleb simpson
daphne ippolito
anda wang
christopher smith</color>",,,
created by,erstellt von,created by,,,
music by,musik von,music by,,,
art and writing contributions,kunst- und textbeiträge,art and writing contributions,,,
special thanks,besonderen dank,special thanks,,,
playtesters,spieletester,playtesters,,,
pixellari font by,pixellari schrift von,pixellari font by,,,
made with,gemacht mit,made with,,,
thanks for playing!,danke fürs spielen!,thanks for playing!,,,
additional art,zusätzliche kunst,additional art,,,
sound effects,sound effekte,sound effects,,,
logo design,logo design,logo design,,,
open1,ein humble original,a humble original,,,
open2,"<color=#A9A998>von</color>
adam robinson-yu","<color=#A9A998>by</color>
adam robinson-yu",,,
open3,"<color=#A9A998>mit musik von</color>
mark sparling","<color=#A9A998>with music by</color>
mark sparling",,,
foundItemBefore,Du hast,You found a,,,
foundItemAfter,gefunden!,,"Optional text after ""You found a""",,
fishCatchBefore,du hast,you caught a,,,
fishCatchAfter,gefangen!,,"Optional text after ""You caught a""",,
crustacean,schalentier,crustacean,,,
fish,fisch,fish,,,
Albino,Albino,Albino,,,
Actually,Eigentlich,Actually,"Used to describe the rare rainbow trout - it's ""Actually"" rainbow colored.",,
Pink,Pink,Pink,,,
Golden,Gold,Golden,,,
rock bottom,grottenschlecht,rock bottom,The lowest image quality setting,,
meh,meh,meh,The second lowest quality setting.,,
okay,okay,okay,The middle setting.,,
good,gut,good,Second best setting.,,
perfect,perfekt,perfect,Best setting.,,
custom,benutzerdefiniert,custom,,,
openNewWindow,"<sprite name=""Warning"" tint=1> dies öffnet ein neues fenster","<sprite name=""Warning"" tint=1> this will open a new window",,,
gamepad,controller,gamepad,,,
keyboard,tastatur,keyboard,,,
rebindKeyboard,tasten neu setzen,rebind keyboard,,,
resetKeyboardBindings,tasten zurücksetzen,reset keyboard bindings,,,
keyBindingsReset,tasten wurden zurückgesetzt,key bindings have been reset,,,
advancedController,erweiterte controller-konfiguration,advanced controller configuration,,,
overwriteSaveFile,"<sprite name=""Warning"" tint=1> dadurch wird die aktuelle datei überschrieben","<sprite name=""Warning"" tint=1> this will overwrite your current file",,,
continueText,fortfahren,continue,,,
dontContinue,warte mal!,hold on!,,,
USE,GEGENSTAND NUTZEN/ZURÜCK ,USE ITEM/BACK,,,
JUMP,SPRINGEN/INTERAGIEREN,JUMP/INTERACT,,,
UP,OBEN,UP,,,
DOWN,UNTEN,DOWN,,,
LEFT,LINKS,LEFT,,,
RIGHT,RECHTS,RIGHT,,,
RUN,RENNEN,RUN,,,
MENU,MENÜ,MENU,,,
pressTheKey,drücke die <color=red>{0}</color> taste,press the <color=red>{0}</color> key,,,
youPickedKey,du hast <color=red>{0}</color> ausgewählt,you picked: <color=red>{0}</color>,,,
noControllersDetected,Keine Controller erkannt!,No controllers detected!,,,
reenable,re-aktivieren,re-enable,For re-enabling disabled controllers.,,
unignore,nicht mehr ignorieren,unignored,,,
detectedDevices,erkannte geräte,detected devices,,,
ignoredDevices,ignorierte geräte,ignored devices,,,
disabledDeviceClasses,deaktivierte geräteklassen,disabled device classes,,,
customize,anpassen,customize,Customize controller layout.,,
testInputs,controller testen,test inputs,,,
revertCustomizations,anpassungen zurücksetzen,revert customizations,,,
ignore,ignorieren,ignore,,,
disableDeviceClass,geräteklasse deaktivieren,disable device class,Disable an entire class of controllers.,,
changesAfterMenu,"Änderungen werden wirksam
nachdem dieses Menü geschlossen wurde.","Changes will take effect
after this menu is closed.",,,
EMPTY,UNBESETZT,EMPTY,When a control is not mapped to any button.,,
axis,Achse,Axis,,,
button,Knopf,Button,,,
start,Start,Start,,,
quickMenu,Schnellmenü,Quick Menu,Used to describe the extra button that opens the menu.,,
run,Rennen,Run,,,
useItemBack,Gegenstand nutzen/Back,Use Item/Back,,,
jumpSelect,Springen/Auswählen,Jump/Select,,,
typeButtonAndConfirm,tippe den Knopfnamen ein und drücke ENTER,type the button initials and press ENTER,,,
typeName,name eintippen,type name,,,
selectIcon,icon auswählen,select icon,,,
unbind,entfernen,unbind,,,
rename,umbenennen,rename,,,
invert,invertieren,invert,,,
configure,konfigurieren,configure,,,
itemNameHighlight,{0},{0}!,"Probably leave this as it is. This is used in the item prompt, where it says ""You found a [cool item]!"" The item name and the ! are highlighted, so if your translation requires text after the !, you might want to change this to just {0}",,
tinyFish,<color=#FFC0CB>winziger</color>,<color=#FFC0CB>Tiny</color>,,,
bigFish,<color=yellow>Großer</color>,<color=yellow>Big</color>,,,
minimum,minimum,minimum,The smallest pixel option.,,
pixelsBig,groß und knackig,big and crunchy,Biggest pixel size.,,
pixelsMedium,medium roh,medium rare,and so on...,,
pixelsSmall,klein und lecker,small and tasty,,,
pixelsTiny,winzig and scharf,tiny and sharp,,,
pixelsMicro,mikroskopisch,microscopic,Smallest pixel size.,,
radio avery,radio avery,radio avery,,,
read,lesen,read,,,
check,prüfen,check,,,
eat,essen,eat,,,
inspect,überprüfen,inspect,,,
seeNotes,notizen anschauen,see notes,,,
viewRecords,aufzeichnungen ansehen,view records,,,
hide,verstecken,hide,,,
show,anzeigen,show,,,
keepNotBait,verwende weiterhin keine köder,keep not using bait,,,
startBait,fange an köder zu verwenden,start using bait,,,
keepBait,verwende weiterhin köder,keep using bait,,,
stopBait,verwende keine köder mehr,stop using bait,,,
seeCollection,sammlung ansehen,see collection,,,
release,frei lassen,release,,,
takeOff,ablegen,take off,,,
wear,tragen,wear,,,
equip,ausrüsten,equip,"Equip an item,",,
drop,fallen lassen,drop,,,
stash,verstauen,stash,Put away an item.,,
blocked,dieser weg ist blockiert,the way forward is blocked,Seen when trying to enter a blocked cave. Is meant to be a little mysterious.,,
also,außerdem,also,Replaces {{Transition}} in the above dialogue. This bridges sections of the dynamic Aunt finishing dialogue.',,
ohTransition,OH!,OH!,Another transition.,,
whatElse,was ich ebenfalls getan habe...,what else did i do...,Another transition.,,
saving,speichern,saving,,,
sellForBait,für {0} köder verkauft,sell for {0} bait,,,
sellForBaitPlural,für {0} köder verkauft,sell for {0} bait,,,
sell,verkaufen,sell,,,
move,bewegen,move,In the controls menu - description for move button.,,
Left Stick X,Linker Stick X,Left Stick X,,,
Left Stick Y,Linker Stick Y,Left Stick Y,,,
Right Stick X,Rechter Stick X,Right Stick X,,,
Right Stick Y,Rechter Stick Y,Right Stick Y,,,
DPad Up,DPad Oben,DPad Up,,,
DPad Down,Dpad Unten,Dpad Down,,,
DPad Left,Dpad Links,Dpad Left,,,
DPad Right,Dpad Rechts,Dpad Right,,,
french translation,französische übersetzung,french translation,,,
spanish translation,spanische übersetzung,spanish translation,,,
store requirements,,"Windows 7 SP1+ (or later)
Intel or AMD Dual Core at 2 GHz or better
Intel Graphics 4400 or better","This isn't actually used in-game, just on Store pages.",,
store description,,"Hike, climb, and soar through the peaceful mountainside landscapes of Hawk Peak Provincial Park. Follow the marked trails or explore the backcountry as you make your way to the summit. Along the way, meet other hikers, discover hidden treasures, and take in the world around you.

[h2]Key Features[/h2]
[list][*]Explore the island any way you like. Choose your own path to follow and see where it leads you. You never know what you might stumble into!
[*]Hike at your own pace ��� there���s no need to rush to the summit! Take your time fishing along the river banks or swimming by the lakeshore.
[*]Collect hidden treasures to reach new heights. Try taking a dive off the mountain peaks to soar above the forests.
[*]Chat with the other hikers you meet along your route. You might be able to help each other out!
[*]Listen to a lush original soundtrack by Mark Sparling that progresses dynamically as you explore the wilderness.[/list]",,,
store short description,,"Hike, climb, and soar through the peaceful mountainside landscapes of Hawk Peak Provincial Park as you make your way to the summit.",200-300 characters,,
credits5,"übersetzungen
<color=#C11>französisch - benoit esmein
spanisch - lisandro johnston</color>
deutsche fan-übersetzung
<color=#C11>team fox network</color>
<color=#F82>flashi
fuly</color>","translations
<color=#C11>french - benoit esmein
spanish - lisandro johnston</color>",,,
the end,ende,the end,Shown just before the credits.,,
inverted,(inv),,Used on the controller configuration screen to indicate an inverted axis - should be short,,
wiggleLeftRight,wackle mit dem stick nach links und rechts so weit es geht,,Used to tell the player how to configure their joystick.,,
wiggleUpDown,wackle mit dem stick so weit wie möglich hoch und runter,,,,
wiggleBackForth,wackle mit dem stick so weit wie möglich vor und zurück,,,,
fishTitleOrder,{0} {1} {2},,"Defines the order in which fish titles are constructed.

{0} - Is used for the ""Tiny / Big"" adjective
{1} - used for the rare modifier
{2} - Used for the fish name

In english, this would be something like: Tiny Albino Trout",,
dismountPrompt,drücke {{MenuButton}} um aussteigen,press {{MenuButton}} to dismount,,,
line:3e3c75,OK AUF DIE PLÄTZE FERTIG LOS!!!,okay i forgot one more rule,okay i forgot one more rule,Original,VolleyballGameStart
line:e6c2eb,ok?,ok?,,Player,VolleyballGameStart
line:706732,KEINE BOOTE AUF DEM PLATZ!,NO BOATS ON COURT!,,Original,VolleyballGameStart
line:2344d5,mach dieses ding hier weg!,get that thing outta here!,,Original,VolleyballGameStart
line:129978,"in ordnung, ich habe eine\nregel vergessen",alright i forgot one more rule,alright i forgot one more rule,Original,VolleyballGameMain
line:11199c,ich werde nicht spielen wenn du\ndeine spitzhacke wieder benutzt...,ok?,ok?,Player,VolleyballGameMain
line:c56917,KEINE BOOTE AUF DEM PLATZ!,NO BOATS ON COURT!,NO BOATS ON COURT!,Original,VolleyballGameMain
line:87ce07,mach dieses ding hier weg!,get that thing outta here!,get that thing outta here!,Original,VolleyballGameMain
line:a07a76,gut,well,well,Player,FishBuyerStart
line:8fa496,eigentlich wollte ich\ndich etwas anderes fragen,i actually wanted to ask\nyou about something else...,i actually wanted to ask\nyou about something else...,Player,FishBuyerStart
line:d5c01f,{{Transition}},{{Transition}},{{Transition}},Player,AuntDynamic
line:b2a142,ich habe ein boot von\neiner rampe gefahren!!,i drove a boat off a ramp!!,i drove a boat off a ramp!!,Player,AuntDynamic
line:eb16f6,du hast WAS?,you WHAT?,you WHAT?,Original,AuntDynamic
line:57cf5f,ich habe ein boot von\neiner rampe gefahren,i drove a boat off a ramp!,i drove a boat off a ramp!,Player,AuntDynamic
line:a2e608,ja aber,yes but,yes but,Original,AuntDynamic
line:4f5037,naja,well,well,Original,AuntDynamic
line:61048d,das klingt nicht gerade sicher,that doesn't sound safe,that doesn't sound safe,Original,AuntDynamic
line:ec0fb9,das war es definitiv nicht,it definitely wasn't!,it definitely wasn't!,Player,AuntDynamic
line:cbf1c5,CLAIRE!!,CLAIRE!!,,Original,UsedVehicleInRace
line:47b664,ist das dein ERNST!?,are you SERIOUS!?,,Original,UsedVehicleInRace
line:aa5358,ein motorboot in\ndeine route einbauen...,incorporating a motorboat\ninto your route...,,Original,UsedVehicleInRace
line:8e613b,"nun, DAS ist next level!",now THAT's a level 2\nplay right there!,,Original,UsedVehicleInRace
line:0aa571,"ha, danke!","ha, thanks!",,Player,UsedVehicleInRace
line:1491a8,"ich war besorgt, dass es eventuell als betrügen gilt!",i was worried it might\ncount as cheating!,,Player,UsedVehicleInRace
line:a12381,betrügen!?,cheating!?,,Original,UsedVehicleInRace
line:112b26,daran hätte ich nicht\nmal im traum gedacht!,i hadn't even\nthought of THAT!,,Original,UsedVehicleInRace
line:ea9ec6,hmm,hmm,,Original,UsedVehicleInRace
line:40d4b1,vielleicht sollte ich\nlieber mal das offizielle\nparkour handbuch checken...,maybe i'd better check the\nofficial parkour handbook...,,Original,UsedVehicleInRace
line:cc39c9,für alle fälle!,just in case!,,Original,UsedVehicleInRace
line:c8f95a,hmmmmmm,hmmmmmm,,Original,UsedVehicleInRace
line:8fffed,aha!,aha!,,Original,UsedVehicleInRace
line:fab3d5,abschnitt 6.4...,section 6.4...,,Original,UsedVehicleInRace
line:e08d40,"""Bezüglich der Nutzung\nvon Parkour-Rennen""","""Regarding The Use Of\nVehicles During Parkour Races""",,Original,UsedVehicleInRace
line:4f6498,...,...,,Original,UsedVehicleInRace
line:179581,hmm,hmm,,Original,UsedVehicleInRace
line:da9a01,aw verflixt,aw darn,,Original,UsedVehicleInRace
line:c34403,"""Motorisierter Fahrzeugbetrieb\nist während JEDEN Regelkonformen\nParkour-Rennens untersagt...""","""Motorized vehicle operation is\nforbidden during ANY regulation\ncompliant parkour race...""",,Original,UsedVehicleInRace
line:66255b,"""...Ausnahmen für E-Bikes können gelten, siehe Abschnitt 8.3""","""...exceptions for e-bikes can\napply, see section 8.3""",,Original,UsedVehicleInRace
line:387257,nun,well,,Original,UsedVehicleInRace
line:852f84,es hört sich immerhin an\nals wäre es schummeln!,it sounds like it might\nbe cheating after all!,,Original,UsedVehicleInRace
line:5a580c,sorry!,sorry!,,Original,UsedVehicleInRace
line:69cc47,"schon gut, mein fehler!","nah, my bad!",,Player,UsedVehicleInRace
line:55d6ed,"wenn es nach mir ginge,\nwürde ich motorboote erlauben!","if it was up to me,\ni'd allow the motorboat!",,Original,UsedVehicleInRace
line:2b40d2,aber wir müssen den regeln folgen!,but we gotta follow regulation!,,Original,UsedVehicleInRace
line:34e175,ups!,oops!,,Player,UsedVehicleInRace
line:15deec,ich vergaß,i forgot,,Player,UsedVehicleInRace
line:2ee729,ugh...,ugh...,,Original,KidDeerStart
line:a71e28,uuuUGGHHHHHH...,uuuUGGHHHHHH...,,Original,KidDeerStart
line:e8cad6,ähm,um,,Player,KidDeerStart
line:ba0be1,geht es dir gut?,are you ok?,,Player,KidDeerStart
line:906e6c,nein...,no...,,Original,KidDeerStart
line:43ca47,geht es mir nicht!,i'm not!,,Original,KidDeerStart
line:465c91,ICH STERBE!!!,I'M DYING!!!,,Original,KidDeerStart
line:5d9ab3,!?,!?,,Player,KidDeerStart
line:27f266,...VOR LANGEWEILE!!,...OF BOREDOM!!,,Original,KidDeerStart
line:afdb39,oh,oh,,Player,KidDeerStart
line:dc1d7a,*hust hust*,*cough cough*,,Original,KidDeerStart
line:5bd58a,das ist ein\nsehr ernstes problem,this is a very\nserious problem,,Original,KidDeerStart
line:822153,gibt es...,is there...,,Player,KidDeerStart
line:016e51,irgendwas was\nich tun kann?,anything i can do?,,Player,KidDeerStart
line:267ad6,alles was ich möchte ist mal\nmit dem boot zu fahren,all i wanted to do was ride the boat,,Original,KidDeerStart
line:849465,aber neeeeeein,but noooooo,,Original,KidDeerStart
line:bb943d,"""das darfst du nicht""","""you're not allowed""",,Original,KidDeerStart
line:d7811b,"""du musst warten\nbist du älter bist""","""you have to wait\nuntil you're older""",,Original,KidDeerStart
line:ffa4a8,"nun, rate mal",well guess what,,Original,KidDeerStart
line:db0c4a,ich bin jetzt älter!!,i'm older now!!,,Original,KidDeerStart
line:d21402,das war vor fünf minuten!,that was five minutes ago!,,DadDeer,KidDeerStart
line:9bb25d,ugh,ugh,,Original,KidDeerStart
line:4039dd,Hashtag schlechtester\nvater aller zeiten!!,hashtag worst dad ever!!,,Original,KidDeerStart
line:c84c06,jetzt warte mal!,now hold on there!,,DadDeer,KidDeerStart
line:8c0c33,ich werde dich später mitnehmen,i'll take you out later,,DadDeer,KidDeerStart
line:fadf32,aber später ist eine\nmillionen jahre weit weg...,but later is a\nmillion years away...,,Original,KidDeerStart
line:b39d62,oh das tut weh...,oh woe is me...,,Original,KidDeerStart
line:46c240,ich werde niemals das\nBoot fahren dürfen,i'll never get to ride the boat,,Original,KidDeerStart
line:ed5e58,*hust hust*,*cough cough*,,Original,KidDeerStart
line:408710,warum muss die welt\nnur so bitter sein?!,why must the world\nbe so cruel?!,,Original,KidDeerStart
line:388a4e,hey claire,hey claire,,Original,DadDeerStart
line:df649e,wie geht es dir?,how's it going?,,Original,DadDeerStart
line:dfb032,äm,um,,Player,DadDeerStart
line:8b4495,mir geht es gut,i'm alright,,Player,DadDeerStart
line:e243fc,wie läuft das geschäft?,how's business?,,Player,DadDeerStart
line:43809e,beschaulich,quiet,,Original,DadDeerStart
line:5809db,zumindest habe ich viel zeit zum lesen!,at least i'm getting some\ngood reading time in!,,Original,DadDeerStart
line:122de8,ist das motorboot heute gebucht?,is the motorboat booked today?,,Player,DadDeerStart
line:388aed,"nope, bis jetzt nicht","nope, not yet",,Original,DadDeerStart
line:4c35a6,möchtest du eine\nkleine spritztour fahren?,you wanna take it for a spin?,,Original,DadDeerStart
line:b45743,die miete beträgt 100 münzen,the rental fee is 100 coins,,Original,DadDeerStart
line:82f28d,ja!!,yes!!,Dialogue choice.,Player,DadDeerStart
line:67ba47,ich will eine spritztour damit machen!,i DO wanna take it for a spin!,,Player,DadDeerStart
line:fe7c87,klare Sache!,sure thing!,,Original,DadDeerStart
line:277232,nee,nah,Dialogue choice.,Player,DadDeerStart
line:676e79,vielleicht später,maybe later,,Original,DadDeerStart
line:e40407,in ordnung,alright,,Original,DadDeerStart
line:370405,bis später!,talk to you later!,,Original,DadDeerStart
line:5eb4ae,hallo nochmal,hello again,,Original,DadDeerStart
line:d5c3a6,was gibt's neues?,what's new?,,Original,DadDeerStart
line:ae3809,kann ich das boot mieten?,can i rent the boat?,Dialogue choice.,Player,DadDeerStart
line:2b9c2a,natürlich!,of course!,,Original,DadDeerStart
line:59d52b,das macht dann nur 100\nmünzen für den ganzen tag,it's just 100 coins\nfor the whole day,,Original,DadDeerStart
line:7e55d1,"nicht viel, bei dir?","not much, you?",Dialogue choice.,Player,DadDeerStart
line:43cae9,und...,and...,,Original,DadDeerRent
line:9334cb,hier ist der schlüssel!,here's the key!,,Original,DadDeerRent
line:66e44a,oh,oh,,Original,DadDeerRent
line:207ecf,und äh,and uh,,Original,DadDeerRent
line:2dffad,"du hast aber die provinzielle\nsicherheits- und betriebsanleitung\nfür motorboote gelesen, oder?",you've read the provincial motorboating\nsafety and operations guide eh?,,Original,DadDeerRent
line:958f3a,äm,um,,Player,DadDeerRent
line:902ce4,ja!,yeah!,Dialogue choice.,Player,DadDeerRent
line:703c5a,großartig!,great!,,Original,DadDeerRent
line:e76b55,"na dann, hab' ne schöne zeit da draußen!","welp, have a good time out there!",,Original,DadDeerRent
line:ff9a51,...ja?,...yeah?,Dialogue choice.,Player,DadDeerRent
line:7750eb,gut...,well...,,Original,DadDeerRent
line:fcb8db,nur für den fall,just in case,,Original,DadDeerRent
line:7c2557,du kannst meinen ausleihen,you can borrow mine,,Original,DadDeerRent
line:f6dcbe,habe eine tolle zeit da draußen!,have a good time out there!,,Original,DadDeerRent
line:1f2a55,äh,uh,,Player,DadDeerRent
line:e2fa37,ich bin ein bisschen knapp bei kasse,i'm a bit short on cash,,Player,DadDeerRent
line:2c8a89,ich komme später wieder!,i'll come back later!,,Player,DadDeerRent
line:a96655,ich stehe hier nur,just standing here,,Original,DadDeerWhatUp
line:9ef62d,...,...,,Original,DadDeerWhatUp
line:b36f01,es ist sehr gut,it's pretty good,,Original,DadDeerWhatUp
line:26b506,hey,hey,,Original,DadDeerRented
line:4f2175,"was ist los, claire?","what's up, claire?",,Original,DadDeerRented
line:74402b,ETWAS IST FALSCH MIT DEM BOOT,SOMETHING IS WRONG WITH THE BOAT,Dialogue choice.,Player,DadDeerRented
line:249dba,äh,uh,,Original,DadDeerRented
line:16db2b,was denn?,what?,,Original,DadDeerRented
line:7c995c,TUT MIR LEID!,SORRY!,,Player,DadDeerRented
line:e80d92,äm,um,,Player,DadDeerRented
line:179ab1,Der motor macht\nein komisches geräusch...,the engine's making a weird noise...,,Player,DadDeerRented
line:924f07,hmm,hmm,,Original,DadDeerRented
line:ba347c,nun,well,,Original,DadDeerRented
line:b3c873,werfen wir mal einen blick drauf,let's take a look at it,,Original,DadDeerRented
line:d87f95,"ähh, kannst du das\nboot für mich verankern?","uhh, can you anchor the boat for me?",Dialogue choice.,Player,DadDeerRented
line:c9cf7f,ALLES IST GUT!,EVERYTHING'S FINE!,Dialogue choice.,Player,DadDeerRented
line:85db07,äh...,uh...,,Original,DadDeerRented
line:4779ab,freut mich zu hören?,glad to hear it?,,Original,DadDeerRented
line:4f0f31,was ist los?,what's up?,,Player,DadDeerRented
line:dc9c53,hey,hey,,Player,DadDeerRented
line:378b0c,"was geht, claire?","what's up, claire?",,Player,DadDeerRented
line:e42e3b,kannst du das boot\nfür mich verankern?,can you anchor the boat for me?,Dialogue choice.,Player,DadDeerRented
line:a2fbb3,wie ist das buch?,how's the book?,Dialogue choice.,Player,DadDeerRented
line:bc08c1,nicht wirklich was!,nothing really!,Dialogue choice.,Player,DadDeerRented
line:b4bcf2,"nicht viel, bei dir so?","nothin' much, you?",Dialogue choice.,Player,DadDeerRented
line:12b632,ich werde das nur überfliegen...,i'll just skim through this...,,Player,BoatManualStart
line:4006dc,also...,so...,,Player,BoatManualStart
line:f0695c,drücke <color=red>{{InteractButton}}</color> um zu beschleunigen,press <color=red>{{InteractButton}}</color> to accelerate,,Player,BoatManualStart
line:01c3ac,<color=red>{{UseItemButton}}</color> um rückwärts zu fahren,<color=red>{{UseItemButton}}</color> to reverse,,Player,BoatManualStart
line:eb4921,<color=red>{{MenuButton}}</color> abzuspringen,<color=red>{{MenuButton}}</color> to dismount,,Player,BoatManualStart
line:ed2749,und <color=red>{{RunButton}}</color> zum hupen!,and <color=red>{{RunButton}}</color> to honk!,,Player,BoatManualStart
line:17d9b0,klingt einfach genug,sounds easy enough,,Player,BoatManualStart
line:7bba76,...,...,,Player,BoatManualStart
line:a9391c,es sagt auch,it also says,,Player,BoatManualStart
line:04d1b4,"""wenn dein boot aufgrund\neines unsachgemäßen verhalten\nbeim bootfahren stecken bleibt,""","""if your boat becomes stuck due\nto improper boating conduct,""",,Player,BoatManualStart
line:df5fa4,"""KEINE panik bekommen!""","""do NOT panic!""",,Player,BoatManualStart
line:782d29,"""obwohl es dir vielleicht peinlich\nist, überwinde deinen stolz und bitte\neinen bootsveteranen um hilfe!""","""although you may feel embarrassed,\nswallow your pride and ask for help\nfrom a boating veteran!""",,Player,BoatManualStart
line:332024,eh,eh,,Player,BoatManualStart
line:f4a974,sollte in ordnung sein,i should be fine,,Player,BoatManualStart
line:1ef4a0,"sieht so aus, als ob es\neinen schlüssel braucht, um zu starten",looks like it needs\na key to start,,Original,NoBoatKeyStart
line:8e64b4,ich könnte dich mitnehmen!,i could take you out!,Dialogue choice.,Player,OfferBoat
line:0961f2,WARTE,WAIT,,Original,OfferBoat
line:7eb40f,könntest du das wirklich?!,are you for real?!,,Original,OfferBoat
